user,timestamp,algorithm,recommendations
4769,2019-12-02 00:25:51.613888,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4769,2019-12-02 00:26:06.791813,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4769,2019-12-02 00:26:12.725327,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4769,2019-12-02 00:26:51.290257,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 00:33:51.999167,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4771,2019-12-02 00:37:11.272827,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 00:39:50.983625,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4772,2019-12-02 00:49:45.334566,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 00:53:09.254995,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 00:53:28.762607,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 00:53:41.599541,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4771,2019-12-02 00:54:27.390272,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 00:55:54.076109,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 00:57:59.874812,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 00:59:06.572061,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:00:17.925988,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:01:36.636161,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 01:02:50.141574,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4771,2019-12-02 01:04:02.438339,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:06:18.887147,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:07:59.972557,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:10:21.534919,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
271,2019-12-02 01:11:26.512265,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 106, 3275, 98, 175, 167, 114, 82]"
4771,2019-12-02 01:12:21.013781,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:13:16.357959,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:14:55.339662,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:15:24.167855,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:16:26.299253,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:17:11.735477,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4771,2019-12-02 01:18:00.547170,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 01:18:50.579818,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4770,2019-12-02 01:19:09.994247,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4771,2019-12-02 01:19:58.279600,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 01:31:36.419072,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4773,2019-12-02 01:34:28.573477,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4773,2019-12-02 01:35:03.983600,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4773,2019-12-02 01:39:41.439184,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 01:39:58.386258,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4773,2019-12-02 01:40:33.224431,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4774,2019-12-02 01:48:12.805527,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4774,2019-12-02 01:49:30.671595,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4774,2019-12-02 01:49:33.515112,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4774,2019-12-02 01:51:11.434884,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4774,2019-12-02 01:51:14.179489,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4774,2019-12-02 01:52:51.858960,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4774,2019-12-02 01:54:07.288487,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 01:55:43.982282,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4775,2019-12-02 02:09:30.229990,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4775,2019-12-02 02:10:40.733849,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 02:12:22.508636,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4770,2019-12-02 02:12:37.087059,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4770,2019-12-02 02:28:25.806742,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4776,2019-12-02 02:46:13.097349,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4777,2019-12-02 02:49:35.257165,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4777,2019-12-02 02:50:08.456022,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4777,2019-12-02 02:50:43.350075,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4778,2019-12-02 02:58:04.235615,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4778,2019-12-02 02:58:32.227546,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4778,2019-12-02 03:00:32.733609,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4778,2019-12-02 03:13:11.492778,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4779,2019-12-02 03:26:03.596756,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4779,2019-12-02 03:26:11.389456,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4780,2019-12-02 03:31:16.625437,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4779,2019-12-02 03:40:08.303501,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4781,2019-12-02 05:11:23.060347,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4782,2019-12-02 07:09:40.700906,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4783,2019-12-02 07:10:59.558375,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 3275, 98, 175, 167, 114, 82]"
4783,2019-12-02 07:28:14.338418,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 3275, 98, 175, 167, 114, 82]"
4783,2019-12-02 07:29:16.336109,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 3275, 98, 175, 167, 114, 82]"
4783,2019-12-02 07:29:27.737424,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 3275, 98, 175, 167, 114, 82]"
4784,2019-12-02 07:29:44.629426,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4784,2019-12-02 07:32:22.349150,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4784,2019-12-02 07:33:10.592642,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4784,2019-12-02 07:33:30.985062,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4784,2019-12-02 07:34:05.786601,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4783,2019-12-02 07:35:48.163823,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 3275, 98, 175, 167, 114, 82]"
4783,2019-12-02 07:51:44.577963,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 3275, 98, 175, 167, 114, 82]"
4783,2019-12-02 07:52:24.729772,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 3275, 98, 175, 167, 114, 82]"
4782,2019-12-02 11:14:42.413364,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4785,2019-12-02 11:24:58.930471,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
0,2019-12-02 11:47:17.427881,PopularityBased.PopularityBased,"[94, 115, 106]"
0,2019-12-02 11:47:20.212063,PopularityBased.PopularityBased,"[94, 97, 115]"
916,2019-12-02 12:27:00.560251,CFUserUser.CFUserUser,"[98, 172, 114, 83, 734, 2992, 171, 159, 82, 175, 2062, 217]"
4786,2019-12-02 12:32:49.263347,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
1553,2019-12-02 12:39:08.109739,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:01:01.853704,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:01:33.037357,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:01:44.117069,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:01:54.945515,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:02:50.771489,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:03:01.791818,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
4787,2019-12-02 13:05:44.460224,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
1553,2019-12-02 13:18:12.865691,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:18:32.277132,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:18:39.863390,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
1553,2019-12-02 13:19:22.137265,SVD.SVD,"[3029, 159, 278, 2978, 671, 109, 734, 3055, 3063, 1400, 2752, 171]"
4788,2019-12-02 13:23:43.109933,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4788,2019-12-02 13:28:59.074548,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4789,2019-12-02 13:32:14.736533,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4788,2019-12-02 13:35:40.127722,PopularityBased.PopularityBased,"[94, 115, 106, 172, 91, 98, 167, 1025, 171, 734, 847, 2992]"
4770,2019-12-02 13:49:41.068174,CFItemItem.CFItemItem,"[278, 734, 98, 171, 1025, 2752, 115, 847, 2992, 2062, 1811, 827]"
286,2019-12-02 13:53:42.605288,SVD.SVD,"[3055, 87, 3029, 1306, 1401, 1400, 3057, 2752, 827, 107, 278, 131]"
4789,2019-12-02 13:55:59.132353,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
156,2019-12-02 14:02:26.294238,CFItemItem.CFItemItem,"[1044, 91, 107, 1400, 734, 114, 1811, 3171, 278, 87, 1025, 171]"
4789,2019-12-02 14:04:20.999735,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4770,2019-12-02 14:08:19.727554,CFItemItem.CFItemItem,"[278, 734, 98, 171, 3275, 1025, 2752, 115, 847, 2992, 2062, 1811]"
4790,2019-12-02 14:20:59.191001,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4791,2019-12-02 14:22:38.301725,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4791,2019-12-02 14:24:04.546856,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4792,2019-12-02 14:35:45.048481,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4793,2019-12-02 14:57:43.019878,CFItemItem.CFItemItem,"[278, 1811, 890, 83, 2870, 153, 167, 671, 94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 114]"
4794,2019-12-02 15:03:01.670792,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4794,2019-12-02 15:03:37.042260,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
737,2019-12-02 15:05:09.611500,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 3275, 82, 3171, 439, 107, 217, 278, 90, 159, 1811]"
737,2019-12-02 15:16:50.764492,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 3275, 82, 3171, 439, 107, 217, 278, 90, 159, 1811]"
737,2019-12-02 15:21:38.038118,Baseline.Baseline,"[172, 97, 1025, 131, 115, 83, 151, 153, 91, 94, 3275, 82, 3171, 439, 107, 217, 278, 90, 159, 1811]"
4795,2019-12-02 15:33:11.856278,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
4795,2019-12-02 15:35:34.519536,PopularityBased.PopularityBased,"[94, 97, 115, 106, 172, 131, 91, 3275, 98, 175, 167, 114]"
